Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Ubi1_1 Spectral Count	Ubi1_2 Spectral Count	Ubi1_3 Spectral Count	Ubi4_1 Spectral Count	Ubi4_2 Spectral Count	Ubi4_3 Spectral Count	Ubi6_1 Spectral Count	Ubi6_2 Spectral Count	Ubi6_3 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Ubi1_1 Unique Spectral Count	Ubi1_2 Unique Spectral Count	Ubi1_3 Unique Spectral Count	Ubi4_1 Unique Spectral Count	Ubi4_2 Unique Spectral Count	Ubi4_3 Unique Spectral Count	Ubi6_1 Unique Spectral Count	Ubi6_2 Unique Spectral Count	Ubi6_3 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Ubi1_1 Total Spectral Count	Ubi1_2 Total Spectral Count	Ubi1_3 Total Spectral Count	Ubi4_1 Total Spectral Count	Ubi4_2 Total Spectral Count	Ubi4_3 Total Spectral Count	Ubi6_1 Total Spectral Count	Ubi6_2 Total Spectral Count	Ubi6_3 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Ubi1_1 Intensity	Ubi1_2 Intensity	Ubi1_3 Intensity	Ubi4_1 Intensity	Ubi4_2 Intensity	Ubi4_3 Intensity	Ubi6_1 Intensity	Ubi6_2 Intensity	Ubi6_3 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Ubi1_1 MaxLFQ Intensity	Ubi1_2 MaxLFQ Intensity	Ubi1_3 MaxLFQ Intensity	Ubi4_1 MaxLFQ Intensity	Ubi4_2 MaxLFQ Intensity	Ubi4_3 MaxLFQ Intensity	Ubi6_1 MaxLFQ Intensity	Ubi6_2 MaxLFQ Intensity	Ubi6_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A6NNL5|CO061_HUMAN	A6NNL5	CO061_HUMAN	C15orf61	157	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Uncharacterized protein C15orf61	0.9878	0.998	2	10	10	10	1	2	1	0	2	3	0	0	0	0	0	1	1	2	1	0	2	3	0	0	0	0	0	1	1	2	1	0	2	3	0	0	0	0	0	1	1.8048736E7	2.8007522E7	1.8106242E7	0.0	1.9949866E7	2.1779796E7	4.135492E7	0.0	0.0	4.8175072E7	4.5220408E7	6.4410912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retrotransposon Gag-like protein 8C	0.9999	0.9936	2	4	2	4	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0.0	0.0	0.0	5101905.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	ZSWM8_HUMAN	ZSWIM8	1837	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger SWIM domain-containing protein 8	0.9984	0.9983	1	2	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1561380.2	0.0	0.0	1055102.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho GTPase-activating protein 32	1.0	0.999	5	12	12	12	1	1	1	0	1	1	0	2	2	2	0	1	1	1	1	0	1	1	0	2	2	2	0	1	1	1	1	0	1	1	0	2	2	2	0	1	1.1999863E7	2.1429222E7	1.3387197E7	0.0	3215928.5	1.2406905E7	0.0	8549682.0	4255114.0	3222043.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MPS7|YDJC_HUMAN	A8MPS7	YDJC_HUMAN	YDJC	323	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbohydrate deacetylase	0.8374	0.9964	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MV65|VGLL3_HUMAN	A8MV65	VGLL3_HUMAN	VGLL3	326	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription cofactor vestigial-like protein 3	1.0	0.999	5	48	48	48	3	6	3	3	6	5	5	2	5	3	3	4	3	6	3	3	6	5	5	2	5	3	3	4	3	6	3	3	6	5	5	2	5	3	3	4	5.3687994E8	4.87625856E8	4.8238816E8	5.13076672E8	4.67303136E8	4.90451936E8	4.15422112E8	1.10226688E8	4.24880544E8	5.4787238E8	2.73503168E8	1.86182128E8	2.71083616E8	2.41902464E8	2.61617232E8	2.65777248E8	2.36031232E8	2.661036E8	2.23081312E8	0.0	2.21596752E8	2.3223256E8	1.63797216E8	1.69400544E8	
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens OX=9606	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	0.7938	0.9952	1	11	0	11	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1.41135808E8	8.5725488E7	9.5135648E7	9.5547128E7	7.8966248E7	1.08203536E8	1.35942832E8	1.8379064E8	1.47350048E8	1.96671344E8	1.93112368E8	1.65629312E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P62308|RUXG_HUMAN
sp|A8MWL6|SNG2L_HUMAN	A8MWL6	SNG2L_HUMAN		223	Homo sapiens OX=9606	5:Protein uncertain	Putative synaptogyrin-2 like protein	0.9552	0.9987	4	9	2	9	0	2	2	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	1	1	0	1	1	1	0	0	0	5.4568508E7	5.7512208E7	4.5525532E7	9.7542584E7	4.2274764E7	2.5778216E7	8.7884096E7	6.2770988E7	7.1547616E7	7.240788E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIF4G domain-containing protein	1.0	0.999	7	81	81	81	7	8	6	9	7	8	5	5	9	8	4	5	7	8	6	9	7	8	5	5	9	8	4	5	7	8	6	9	7	8	5	5	9	8	4	5	5.12416E8	4.93631456E8	5.29081664E8	3.71592512E8	4.017608E8	3.14114528E8	4.63464032E8	2.61627584E8	4.84952512E8	4.10020896E8	2.93725408E8	4.27468768E8	1.04059552E8	1.16637472E8	1.22277872E8	9.1024616E7	8.6873656E7	7.2632872E7	1.10939992E8	1.28078104E8	1.10363096E8	9.3216384E7	1.15148368E8	1.0017288E8	
sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	1018	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ig	0.9241	0.9915	2	6	4	6	0	1	0	0	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	2	0.0	3.0142498E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7170836E7	4.5915432E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B0YJ81|HACD1_HUMAN	B0YJ81	HACD1_HUMAN	HACD1	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	0.9995	0.999	2	11	11	11	1	3	0	2	1	1	0	0	0	1	1	1	1	3	0	2	1	1	0	0	0	1	1	1	1	3	0	2	1	1	0	0	0	1	1	1	1.0772713E7	1.9147734E7	1.3182547E7	1.791978E7	7873920.0	1.5821182E7	0.0	0.0	0.0	2.1842844E7	1.93135E7	2.6583586E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B1AK53|ESPN_HUMAN	B1AK53	ESPN_HUMAN	ESPN	854	Homo sapiens OX=9606	1:Experimental evidence at protein level	Espin	0.9977	0.9984	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPR89A	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi pH regulator A	1.0	0.999	3	11	0	11	1	1	2	0	2	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	1	1	1	0	2	2.0409246E7	2.6049792E7	4.588066E7	0.0	5.1659368E7	6.761488E7	9425994.0	1.1384209E7	4.8925416E7	2.8286774E7	0.0	2.3796622E7	0.0	0.0	0.0	0.0	0.0	3.0530856E7	0.0	0.0	0.0	0.0	0.0	3.5826588E7	sp|P0CG08|GPHRB_HUMAN
sp|C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mapk-regulated corepressor-interacting protein 1	1.0	0.999	6	71	71	71	11	5	6	7	9	6	5	2	6	5	5	4	11	5	6	7	9	6	5	2	6	5	5	4	11	5	6	7	9	6	5	2	6	5	5	4	5.05357984E8	4.7035776E8	4.45473152E8	5.03774336E8	6.1026259E8	2.6208552E8	4.56534912E8	2.59563664E8	6.1632288E8	4.50198944E8	3.31427904E8	2.56290032E8	1.1599604E8	1.27940432E8	1.16674184E8	1.38058672E8	1.40261312E8	9.6755248E7	1.34138544E8	9.7300264E7	1.44542128E8	1.16731392E8	1.0412408E8	1.14784224E8	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	0.9476	0.999	1	6	0	6	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	3.7143784E7	5697298.5	0.0	9216863.0	1.2347127E7	9.9179888E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q13765|NACA_HUMAN, sp|Q9BZK3|NACP4_HUMAN
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens OX=9606	4:Protein predicted	Uncharacterized protein C11orf98	0.9961	0.999	2	13	13	13	0	0	0	2	2	2	1	1	1	1	1	2	0	0	0	2	2	2	1	1	1	1	1	2	0	0	0	2	2	2	1	1	1	1	1	2	0.0	0.0	0.0	6.669498E7	6.7019444E7	7.5636968E7	6.063354E7	6.470372E7	7.1654352E7	5.9591784E7	6.3838488E7	8.3383352E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|L0R819|ASURF_HUMAN	L0R819	ASURF_HUMAN	ASDURF	96	Homo sapiens OX=9606	1:Experimental evidence at protein level	ASNSD1 upstream open reading frame protein	0.7679	0.9944	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	6	45	45	45	4	2	4	4	4	3	1	2	6	5	4	6	4	2	4	4	4	3	1	2	6	5	4	6	4	2	4	4	4	3	1	2	6	5	4	6	2.41911712E8	2.33101872E8	2.907448E8	3.87890432E8	3.32977888E8	4.29984832E8	4.59042112E8	5.33673824E8	6.0378464E8	4.57682528E8	2.69633312E8	5.32632704E8	1.41811984E8	1.4851904E8	1.2919804E8	1.4649464E8	1.28882736E8	1.44763984E8	1.57651712E8	2.00962032E8	2.0779104E8	1.7152216E8	1.75265728E8	1.79420288E8	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	10	42	42	42	3	6	6	3	6	4	2	1	5	2	3	1	3	6	6	3	6	4	2	1	5	2	3	1	3	6	6	3	6	4	2	1	5	2	3	1	3.9358528E7	8.6949624E7	6.6905984E7	3.211894E7	6.0160052E7	3.0337348E7	8.2536272E7	7.4232824E7	9.9563848E7	7.6455504E7	6.1316316E7	4.270472E7	0.0	4.5489728E7	2.756312E7	0.0	3.4629E7	3.6235E7	4.7594008E7	4.1854188E7	5.3897496E7	4.1557284E7	3.709688E7	0.0	
sp|O00124|UBXN8_HUMAN	O00124	UBXN8_HUMAN	UBXN8	270	Homo sapiens OX=9606	1:Experimental evidence at protein level	UBX domain-containing protein 8	1.0	0.999	3	6	6	6	0	0	1	0	1	1	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0.0	0.0	0.0	0.0	0.0	7387519.5	0.0	2.8621778E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.9988	6	8	6	8	0	0	0	0	0	2	1	0	1	3	0	1	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	2	1	0	1	3	0	1	0.0	0.0	4589630.0	3.1273572E7	0.0	0.0	0.0	0.0	5.186004E7	7.3737728E7	4.4654404E7	5.737438E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5239396E7	4.976568E7	0.0	0.0	
sp|O00142|KITM_HUMAN	O00142	KITM_HUMAN	TK2	265	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	1.0	0.9985	3	12	12	12	1	1	2	1	1	0	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	3.0241656E7	5985083.0	1.9299486E7	8121468.0	6854157.0	0.0	1.1625231E7	1.0171524E7	9033118.0	9724966.0	1.0992929E7	9375007.0	2.0066128E7	0.0	1.2215459E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	18	128	64	128	16	9	13	9	15	10	9	7	8	9	11	12	9	3	7	6	7	2	5	6	4	3	6	6	16	9	13	9	15	10	9	7	8	9	11	12	9.3276749E8	5.9140646E8	1.0232304E9	6.9191347E8	7.4689818E8	7.8453747E8	1.17175398E9	6.451671E8	1.25518387E9	1.11746099E9	1.08183117E9	9.9411072E8	2.80240288E8	1.81605904E8	2.48678016E8	2.36646048E8	2.6789144E8	2.3845472E8	4.05095136E8	4.09808608E8	3.847512E8	3.79292512E8	3.82811136E8	3.71364512E8	
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	22	244	244	244	24	18	29	26	24	27	18	12	19	19	14	14	24	18	29	26	24	27	18	12	19	19	14	14	24	18	29	26	24	27	18	12	19	19	14	14	3.74007706E9	3.98585498E9	3.93143885E9	3.65172122E9	4.19671091E9	4.29015578E9	3.51439898E9	2.67479117E9	4.0805929E9	3.3821673E9	2.68057344E9	3.0282857E9	6.6734061E8	7.2281318E8	7.3623354E8	7.6007098E8	7.7028877E8	8.6734707E8	7.3665818E8	5.30021024E8	8.279415E8	6.9527603E8	5.3846835E8	6.144119E8	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	5	13	13	13	2	3	0	1	1	1	0	0	2	1	2	0	2	3	0	1	1	1	0	0	2	1	2	0	2	3	0	1	1	1	0	0	2	1	2	0	8.2947936E7	3.6733708E7	2.7498448E7	1.5782435E7	0.0	3.336355E7	2.6049858E7	0.0	4.5202816E7	2.9211588E7	1393867.8	0.0	3.635822E7	2.7636004E7	0.0	0.0	0.0	3.5489704E7	0.0	0.0	3.6769548E7	9377353.0	0.0	0.0	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	22	130	126	130	9	12	12	10	13	14	9	8	12	12	9	10	9	12	11	10	12	13	9	8	11	12	9	10	9	12	12	10	13	14	9	8	12	12	9	10	5.6475936E8	4.23402336E8	4.67795776E8	5.24218656E8	5.7914342E8	4.7627136E8	6.9582963E8	4.97774016E8	5.6072205E8	5.999015E8	4.84991424E8	5.196248E8	1.04730272E8	1.1467912E8	9.5771048E7	1.4477624E8	1.19722312E8	1.26971056E8	1.44445056E8	1.48147168E8	1.33917792E8	1.37436096E8	1.28217304E8	1.34115704E8	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.999	8	51	51	51	4	5	4	3	3	3	4	5	7	4	6	3	4	5	4	3	3	3	4	5	7	4	6	3	4	5	4	3	3	3	4	5	7	4	6	3	1.25717664E8	8.9351664E7	2.15142064E8	1.99091936E8	1.55528912E8	1.46569664E8	1.1782008E8	9.4987112E7	1.01987776E8	1.6123376E8	1.2132568E8	1.35366096E8	4.7733448E7	6.5984412E7	6.8150608E7	8.16988E7	5.4274152E7	6.4963108E7	3.7521588E7	5.8783864E7	5.018398E7	4.6672624E7	4.140218E7	5.7418316E7	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	5	31	31	31	2	4	3	4	5	2	3	1	2	1	2	2	2	4	3	4	5	2	3	1	2	1	2	2	2	4	3	4	5	2	3	1	2	1	2	2	4.5570244E7	5.3008704E7	4.0759432E7	8.9795296E7	6.4642344E7	4.2540736E7	7.0595096E7	4.842908E7	7.8938416E7	5.9748056E7	6.4625088E7	1.07528848E8	1.8963794E7	0.0	3.5895064E7	7.6221624E7	4.2976132E7	3.4438676E7	4.9265696E7	0.0	6.1676748E7	0.0	0.0	7.8486056E7	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	9	58	58	58	3	5	7	7	6	7	6	1	3	7	2	4	3	5	7	7	6	7	6	1	3	7	2	4	3	5	7	7	6	7	6	1	3	7	2	4	5.2322644E7	7.2778288E7	1.52076304E8	1.2009988E8	1.5710792E8	1.23737376E8	1.5482272E8	7.6464392E7	1.46568352E8	1.68354128E8	6.1404776E7	9.6954136E7	4.8586464E7	5.6393312E7	3.1584338E7	3.6273816E7	3.4179444E7	3.4167256E7	4.9385784E7	6.2280944E7	4.6591512E7	5.2009384E7	2.7227762E7	4.5059748E7	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.999	6	21	21	21	1	2	2	2	2	3	2	1	2	2	2	0	1	2	2	2	2	3	2	1	2	2	2	0	1	2	2	2	2	3	2	1	2	2	2	0	3.2189336E7	3.3116972E7	1.9087386E7	3.1063426E7	2.8064924E7	2.2510668E7	3.7211544E7	4140056.8	3.2772962E7	2.8343356E7	5954255.0	2.5990628E7	2.310488E7	2.0275078E7	1.6259942E7	1.7352678E7	2.14476E7	0.0	2.502306E7	0.0	2.431609E7	1.6015401E7	0.0	0.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	5	66	66	66	4	8	8	6	10	7	5	1	5	3	5	4	4	8	8	6	10	7	5	1	5	3	5	4	4	8	8	6	10	7	5	1	5	3	5	4	1.75852592E8	2.70878816E8	4.12526112E8	2.39397136E8	4.32248768E8	3.99792224E8	1.47392256E8	5.0581324E7	3.0170224E8	1.7162584E8	1.11784528E8	1.24830776E8	9.3742704E7	1.66424272E8	1.6010832E8	1.04531464E8	1.938896E8	1.84649216E8	7.8855368E7	0.0	1.22393664E8	1.09233448E8	4.3211736E7	4.362722E7	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.9989	8	30	29	30	3	3	3	2	2	4	2	1	1	4	3	2	3	3	3	2	2	3	2	1	1	4	3	2	3	3	3	2	2	4	2	1	1	4	3	2	6.4425352E7	1.9964008E7	4.3404288E7	5.9162256E7	1.8136584E7	5.2380984E7	6.105036E7	3.4999452E7	2.4010444E7	5.1415504E7	5.6941784E7	8.0641952E7	2.0284514E7	0.0	2.0562054E7	3.0191936E7	0.0	2.4480774E7	3.630634E7	0.0	0.0	2.9779394E7	3.3293082E7	4.740672E7	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	0.9898	0.999	2	22	22	22	2	2	3	2	2	2	2	1	2	2	0	2	2	2	3	2	2	2	2	1	2	2	0	2	2	2	3	2	2	2	2	1	2	2	0	2	3.5942896E7	3.1982756E7	4.1462576E7	3.31493E7	3.4315184E7	3693994.5	3.731234E7	1.9099868E7	3.2547464E7	3.5960804E7	0.0	2.6666274E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	8	51	51	51	2	1	1	2	2	1	7	4	9	9	6	7	2	1	1	2	2	1	7	4	9	9	6	7	2	1	1	2	2	1	7	4	9	9	6	7	6.2040816E7	5.661322E7	2.8886874E7	5.15946E7	5.3211752E7	4.137788E7	5.05187008E8	4.05743552E8	7.8426208E8	1.08541056E9	1.03631827E9	1.14105395E9	4.1410264E7	3.7337044E7	1.7334736E7	3.451002E7	3.5475808E7	2.690171E7	1.97062896E8	1.80090032E8	2.1022536E8	3.22973088E8	3.3193808E8	3.77320352E8	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	11	47	47	47	0	1	0	0	0	1	8	5	8	9	8	7	0	1	0	0	0	1	8	5	8	9	8	7	0	1	0	0	0	1	8	5	8	9	8	7	0.0	4800476.5	1.3066578E7	1.1242336E7	8617239.0	7955191.5	1.87154848E8	2.3340144E8	2.00885552E8	4.0936224E8	4.91374592E8	3.25831456E8	0.0	0.0	9376179.0	0.0	0.0	0.0	8.2962992E7	6.0577656E7	5.194038E7	1.08178216E8	1.16048776E8	1.04132072E8	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	8	57	57	57	8	7	5	3	7	6	3	3	3	5	3	4	8	7	5	3	7	6	3	3	3	5	3	4	8	7	5	3	7	6	3	3	3	5	3	4	2.7450096E8	2.50084192E8	2.38597136E8	2.487224E8	3.08639616E8	2.56123584E8	2.691104E8	2.01510272E8	2.74427776E8	2.17617152E8	2.07430032E8	2.12070576E8	8.7976088E7	8.2132608E7	6.9869728E7	8.7993104E7	9.1867952E7	8.4993016E7	1.102872E8	9.8763824E7	1.00331768E8	1.03405616E8	9.8529064E7	1.00458752E8	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper transport protein ATOX1	0.7751	0.9946	1	3	3	3	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	7239495.5	2.2668642E7	1.5397389E7	6321101.5	0.0	0.0	0.0	0.0	7495080.0	0.0	0.0	1.0821993E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00257|CBX4_HUMAN	O00257	CBX4_HUMAN	CBX4	560	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 SUMO-protein ligase CBX4	1.0	0.999	39	589	589	589	50	54	56	48	53	54	47	38	51	48	40	50	50	54	56	48	53	54	47	38	51	48	40	50	50	54	56	48	53	54	47	38	51	48	40	50	2.36442092E10	1.9462953E10	2.62957998E10	2.34254561E10	2.42101678E10	2.60905062E10	1.88786729E10	1.47824701E10	2.13237043E10	2.10758533E10	1.16684677E10	1.78512855E10	3.37719014E9	3.03127142E9	3.65751117E9	3.05067571E9	3.37521485E9	3.77502413E9	2.55947648E9	2.58206643E9	2.78645069E9	3.22145613E9	2.46765926E9	2.6731799E9	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1.0	0.999	6	19	19	19	1	1	3	0	2	2	1	0	5	2	1	1	1	1	3	0	2	2	1	0	5	2	1	1	1	1	3	0	2	2	1	0	5	2	1	1	5.1095424E7	5367003.5	3.5526304E7	5.593946E7	4.864008E7	7.8400144E7	5.774814E7	0.0	4.9324668E7	2.4591124E7	4.4716872E7	0.0	2.6720712E7	0.0	0.0	2.5913572E7	3.3378874E7	4.2061528E7	3.3768692E7	0.0	5.860422E7	1.892368E7	0.0	0.0	
